project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
Elrond Network,ERD,https://icodrops.com/elrond-network/,Binance Launchpad,1900000,970880000,Blockchain,53.85,2019-07-02,5
Amuse,AMS,https://icodrops.com/amuse/,Main Sale,,5000000,Blockchain Service,,2019-06-17,0
Membrana,MBN,https://icodrops.com/membrana/,Main Sale,,38050,Finance,32.22,2019-06-03,0
Bitcloud,,https://icodrops.com/bitcloud/,Token Sale,,45840,Nodes,0.05,2019-06-01,0
Opiria & PDATA,PDATA,https://icodrops.com/opiria/,Main Sale,14680000,199910,Data Service,0.01,2019-06-08,0
Replace Energy Platform,REC,https://icodrops.com/replace-energy-platform/,Main Sale,,90000000,Energy,,2019-06-19,0
Linix,LNX,https://icodrops.com/linix/,Public Sale,16399999,1060000,Blockchain,0.03,2019-06-20,0
Squeezer,SQR,https://icodrops.com/squeezer/,Main Sale,15000000,84130,Blockchain Service,0.01,2019-06-10,0
Algorand,ALGO,https://icodrops.com/algorand/,Public Sale,126000000,3770000000,Blockchain,0.16,2019-06-19,18
Jarvis+,JAR,https://icodrops.com/jarvis/,Initial Coin Offering,4010000,22980,Blockchain Service,0.01,2019-06-19,5
Uncloak,UNC,https://icodrops.com/uncloak/,Main Sale,,31590,Security,0.01,2019-06-04,0
PrepayWay,INBIT,https://icodrops.com/prepayway/,Public Sale,,,Blockchain Platform,,2019-01-01,0
Musiclife,MITC,https://icodrops.com/musiclife/,Main Sale,6030000,1000000,Blockchain Service,73.17,2019-06-17,0
Mycro,MYO,https://icodrops.com/mycro/,Main Sale,9800000,30000000,Blockchain Platform,1.0,2019-06-11,0
Pivot,PVT,https://icodrops.com/pivot/,Public Sale,9700000,83570,Governance Token,0.01,2019-06-14,5
Smathium,SMT,https://icodrops.com/smathium/,IEO on ProBit,210000,60000000,Blockchain Platform,,2019-06-05,0
STP Network,STP,https://icodrops.com/stp/,IEO,750000,113400000,DeFi,5.85,2019-06-11,0
Bitsdaq,BQQQ,https://icodrops.com/bitsdaq/,Main Sale,6500000,2620000,Exchange,0.03,2019-06-09,0
En-Tan-Mo,ETM,https://icodrops.com/en-tan-mo/,Main Sale,12800000,24400,Blockchain,0.01,2019-06-10,0
The Force Protocol,FOR,https://icodrops.com/force-protocol/,Public Sale,10300000,1730000,Lending Platform,0.03,2019-06-01,8
Mobu,MOBU,https://icodrops.com/mobu/,Main Sale,,35000000,Blockchain Platform,,2019-02-01,0
Harmony,ONE,https://icodrops.com/harmony/,Public Sale,23350000,401510000,Blockchain,8.77,2019-05-26,7
Cryptobirds,XCB,https://icodrops.com/cryptobirds/,Main Sale,,20350000,Blockchain Platform,1.0,2019-05-28,0
Prom,PROM,https://icodrops.com/prom/,Public Sale,4850000,118580000,Gaming,6.17,2019-05-25,2
Magnachain,MGC,https://icodrops.com/magnachain/,Main Sale,,105770,Blockchain,0.01,2019-05-20,0
Vodi X,VDX,https://icodrops.com/vodi-x/,Main Sale,2400000,24990,Blockchain Service,0.01,2019-05-21,0
Volume Network,VOL,https://icodrops.com/volume-network/,Main Sale,30000,31340000,Blockchain Platform,31.34,2019-05-20,0
Leo Token,LEO,https://icodrops.com/leo-token/,Initial Coin Offering,1000000000,8980000000,CEX,9.1,2019-05-21,1
Allive,ALV,https://icodrops.com/allive/,IEO on OKX,6840000,7970000,OKX Launchpad,0.22,2019-05-16,6
Ocean Protocol,OCEAN,https://icodrops.com/oceanprotocol/,IEO on Bittrex International,39190000,799050000,Storage,4.72,2019-04-30,12
Trias,TRY,https://icodrops.com/trias/,Main Sale,4800000,7090000,Blockchain,0.18,2019-05-13,0
Trias Token,TRIAS,https://icodrops.com/trias-token/,IEO on ChainX,5600000,31560000,Kucoin Launchpad,0.8,2019-05-14,0
Bitfinex,LEO,https://icodrops.com/bitfinex/,Main Sale,,8980000000,CEX,9.1,2019-05-04,0
everiToken,EVT,https://icodrops.com/everitoken/,Main Sale,,3660000,Blockchain,0.04,2019-05-10,0
FLETA,FLETA,https://icodrops.com/fleta/,Public Sale,18120000,62860000,Blockchain,0.63,2019-05-03,0
Moviebloc,MBL,https://icodrops.com/moviebloc/,IEO on Gate.io,4080000,98010000,Media,2.72,2019-05-03,8
DUO Network,DUO,https://icodrops.com/duo-network/,IEO on BitMax,5100000,1610000,AscendEX Launchpad,0.11,2019-04-27,8
StakePool,SKP,https://icodrops.com/stakepool/,Main Sale,,755500,Blockchain Service,0.01,2019-04-26,0
Polygon (ex-Matic Network),MATIC,https://icodrops.com/matic-network/,Main Sale,455560000,4720000000,Blockchain,249.0,2019-04-25,4
Dexon,DXN,https://icodrops.com/dexon/,Main Sale,,,Blockchain Service,0.05,2019-04-25,0
X-Block,IXB,https://icodrops.com/x-block/,Main Sale,7500000,33750000,Blockchain,0.81,2019-04-22,0
Atlas Network,ATLS,https://icodrops.com/atlas-network/,Main Sale,7600000,4179999,Blockchain Service,0.08,2019-04-22,0
Aivia,AIV,https://icodrops.com/aivia/,Main Sale,,410460,Marketplace,0.24,2019-04-19,0
Universal Protocol,UPT,https://icodrops.com/universal-protocol/,Main Sale,8000000,24650000,Protocol,0.25,2019-03-07,0
RedFox,RFOX,https://icodrops.com/redfox/,Main Sale,5650000,30810000,Blockchain Service,1.23,2019-04-17,0
ioeX,IOEX,https://icodrops.com/ioex/,Main Sale,,114120,IOT,0.01,2019-04-18,0
TRONAce,ACE,https://icodrops.com/tronace/,Main Sale,200000,210000000,Blockchain Platform,0.01,2019-04-18,0
FacePower,FAC,https://icodrops.com/facepower/,Main Sale,,125000,Blockchain Platform,1.19,2019-04-17,0
Vostok,,https://icodrops.com/vostok/,Main Sale,120000000,,Blockchain Platform,,2019-03-01,0
OATH Protocol,OATH,https://icodrops.com/oath-protocol/,Main Sale,4000000,10000,Protocol,0.01,2019-04-11,0
Blockcloud,BLOC,https://icodrops.com/blockcloud/,Main Sale,26000000,115500,OKX Launchpad,0.01,2019-04-10,0
Global Trading System,GTS,https://icodrops.com/global-trading-system/,Main Sale,,7500000,Blockchain Service,1.0,2019-04-09,0
Lichang,LC,https://icodrops.com/lichang/,Main Sale,500000,297000,Blockchain Platform,0.03,2019-04-07,0
Velic,VELT,https://icodrops.com/velic/,Main Sale,,75600,Exchange,5000.0,2019-04-06,0
REDi,REDi,https://icodrops.com/redi/,Public Sale,5010000,217440,Energy,0.01,2019-04-01,12
VeriBlock,VBK,https://icodrops.com/veriblock/,Main Sale,,598380,Blockchain,19.66,2019-04-02,0
MetaCert Protocol,META,https://icodrops.com/metacert-protocol/,Main Sale,1840000,36000000,Security,,2019-04-01,0
Paytomat,PTI,https://icodrops.com/paytomat/,Main Sale,2800000,217620,Blockchain Platform,0.01,2019-04-01,0
Udap,UPX,https://icodrops.com/udap/,Public Sale,,7270000,Infrastructure,0.09,2018-06-01,0
Hub Token,Hub,https://icodrops.com/hub-token/,Public Sale,20000000,339500,Blockchain Service,,2019-03-14,0
Celer Network,CELR,https://icodrops.com/celer-network/,Binance Launchpad,34730000,196300000,Layer-2,2.96,2019-03-19,23
BQT,BQTX,https://icodrops.com/bqt/,Main Sale,,1020000,Trading,0.01,2018-09-01,0
Raid,XRD,https://icodrops.com/raid/,Main Sale,7200000,10000,Data Service,37070.0,2019-03-14,0
Omega One,OMX,https://icodrops.com/omega-one/,ICO,,,Trading,,2019-01-01,0
Bitproperty,BTP,https://icodrops.com/bitproperty/,Main Sale,,176400000,Real Estate,,2019-02-28,0
CoinDaily,DAILY,https://icodrops.com/coindaily/,Main Sale,5740000,,Marketplace,,2019-01-31,0
Terra,,https://icodrops.com/terra/,ICO,134500000,727940000,Blockchain,0.01,2019-01-30,23
Alluma,LUMA,https://icodrops.com/alluma/,Token Sale,,25000000,Exchange,,2019-03-01,0
BotChain,BOTC,https://icodrops.com/botchain/,Main Sale,5000000,100000000,Artificial Intellig…,,2019-03-01,0
Fetch.ai,FET,https://icodrops.com/fetch-ai/,Public Sale,74330000,3590000000,Infrastructure,15.21,2019-02-25,6
Fysical,FYS,https://icodrops.com/fysical/,Main Sale,5110000,45000000,Data Service,1.0,2019-02-24,0
Blackbox,BBOS,https://icodrops.com/blackbox/,Main Sale,,160000000,Network,1.0,2019-01-15,0
Cryptyk,CTK,https://icodrops.com/cryptyk/,Public Sale,7030000,596330,Cloud Storage,0.01,2018-12-12,0
BitTorrent,BTT,https://icodrops.com/bittorrent/,Public Sale,42260000,1070000000,Cryptocurrency,9.08,2019-01-28,6
Uranus,URAC,https://icodrops.com/uranus/,Main Sale,,65300000000000,Blockchain Service,9329045.0,2019-01-20,0
Lendoit,LOAN,https://icodrops.com/lendoit/,Main Sale,,8000000,Finance,,2019-03-01,0
Peer Mountain,PMTN,https://icodrops.com/peer-mountain/,Main Sale,2810,11420000,Verification,,2019-03-01,0
weBloc Protocol,weB,https://icodrops.com/webloc-protocol/,Main Sale,17800000,54000000,Advertising,1.0,2018-11-12,0
Vanta Network,VNT,https://icodrops.com/vanta-network/,Main Sale,7500000,43010000,Blockchain Platform,1.29,2019-01-14,0
Health Nexus,HLTH,https://icodrops.com/health-nexus/,Main Sale,,124000000,Healthcare,,2019-03-01,0
Celes Chain,CCHN,https://icodrops.com/celes-chain/,Main Sale,,210000000,Blockchain,1.0,2018-12-29,0
Haratoken,HARA,https://icodrops.com/haratoken/,Main Sale,,70800000,Blockchain Platform,,2019-01-21,0
LTO Network,LTO,https://icodrops.com/ltonetwork/,Crowd Sale,4030000,66680000,BNB Chain Ecosystem,5.12,2019-01-14,1
Tenzorum,TENZ,https://icodrops.com/tenzorum/,Main Sale,8000,,Protocol,1.0,2018-12-01,0
KRONOS,KRON,https://icodrops.com/kronostoken/,Main Sale,,,Blockchain Service,,2019-01-08,0
ContractLand,CLC,https://icodrops.com/contractland/,Main Sale,,,Finance,,2018-12-01,0
Layer Protocol,LRX,https://icodrops.com/layer-protocol/,Main Sale,,,Data Service,,2018-12-01,0
Snips,AIR,https://icodrops.com/snips/,Public Sale,,,Artificial Intellig…,,2018-01-01,0
Newdex,NDX,https://icodrops.com/newdex/,Main Sale,3130000,506000,Exchange,4.44,2018-12-09,0
Contents Protocol,CPT,https://icodrops.com/contents-protocol/,Main Sale,798000,160000,Media,109.31,2018-12-17,0
bZx,BZX,https://icodrops.com/bzx-network/,Pre-Sale,7390000,,Trading,,2018-01-01,0
SOAR,SKYM,https://icodrops.com/soar/,Main Sale,19500000,70000000,Marketplace,1.0,2018-11-19,0
Bountie,BNTE,https://icodrops.com/bountie/,Main Sale,,6280000,Gaming,0.05,2018-12-01,0
EON Protocol,EOT,https://icodrops.com/eon/,Public Sale,15000000,99960,Gaming,,2018-12-01,0
BHex,BHT,https://icodrops.com/bhex/,Main Sale,,,Finance,,2018-11-30,0
ICOVO,OVO,https://icodrops.com/icovo/,Main Sale,,60000000,Marketplace,0.05,2018-10-10,0
Path Network,PATH,https://icodrops.com/path-network/,Main Sale,,400000000,IOT,,2018-08-08,0
CryptoCurve,CURV,https://icodrops.com/cryptocurve/,Public Sale,32000000,83000000,Blockchain Service,1.0,2018-01-01,0
Urbit,,https://icodrops.com/urbit/,Main Sale,,,Cloud computing,,2018-11-30,0
Opporty,OPP,https://icodrops.com/opporty/,Main Sale,,60000,Real Business,,2018-11-30,0
SpringRole,SPRING,https://icodrops.com/springrole/,Token Sale,1830000,1100,Social Network,0.01,2018-11-01,0
Ultrain,UGAS,https://icodrops.com/ultrain/,Public Sale,25500000,250700,Infrastructure,0.01,2018-11-20,14
BitMax.io,BTMX,https://icodrops.com/bitmax/,Main Sale,30000,944140000,Exchange,262.5,2018-11-11,0
MoonX,MM,https://icodrops.com/moonx/,Main Sale,27000000,24000000,Exchange,46.34,2018-10-09,0
Sweetbridge,SWC,https://icodrops.com/sweetbridge/,Main Sale,17190000,399000000,Blockchain Service,,2018-05-21,0
nOS,nOS,https://icodrops.com/nos/,Main Sale,,4139999,Blockchain Service,0.13,2018-10-29,0
OCEANEX,OCE,https://icodrops.com/oceanex/,Main Sale,,5200000,Exchange,0.52,2018-09-20,0
Becent,BCT,https://icodrops.com/becent/,Main Sale,,,Exchange,,2018-12-01,0
Eloncity,ECT,https://icodrops.com/eloncity/,Public Sale,33000000,120000000,Energy,1.0,2018-12-01,0
Zeex,ZIX,https://icodrops.com/zeex/,Token Sale,,,Payments,,2018-01-01,0
Caspian,CSP,https://icodrops.com/caspian/,Initial Coin Offering,19500000,1010000,Trading,0.02,2018-10-17,4
ALZA,ALZA,https://icodrops.com/alza/,Main Sale,,96000000,Payments,0.01,2018-10-18,0
Chain of Things,COT,https://icodrops.com/chain-of-things/,Pre-Sale,,21420,IOT,,2018-10-06,0
Yumerium,YUM,https://icodrops.com/yumerium/,Main Sale,4250000,45630000,Gaming,1.39,2018-09-02,0
Arcana Wallet,ARCA,https://icodrops.com/arcana-wallet/,Public Sale,1250000,325000000,Wallet,403.0,2018-12-01,0
Iryo Network,IRYO,https://icodrops.com/iryo-network/,Main Sale,15800000,33000000,Healthcare,1.0,2018-10-01,0
Jupiter Chain,JUPT,https://icodrops.com/jupiter-chain/,Main Sale,36300000,331500000,Data Service,,2018-08-01,0
Omnilytics Platform,OMN,https://icodrops.com/omnilytics-platform/,Main Sale,7500000,21790000,Blockchain Service,11.56,2018-09-01,0
MyCreditChain,MCC,https://icodrops.com/mycreditchain/,Main Sale,,22000000,Finance,,2018-06-01,0
Vault12,VGT,https://icodrops.com/vault12/,Public Sale,,3080000,Security,,2018-09-30,2
Ankr Network,ANKR,https://icodrops.com/ankr-network/,Public Sale,17820000,352900000,DePIN,5.36,2018-09-01,19
iOlite,IOL,https://icodrops.com/iolite/,Main Sale,4450000,22100000,Blockchain Service,,2018-09-20,0
Bgogo,BGG,https://icodrops.com/bgogo/,Main Sale,3100000,5000000,Exchange,0.16,2018-09-15,0
Minerva,OWL,https://icodrops.com/minerva/,Main Sale,,,Blockchain Service,,2018-09-16,0
Nash,NEX,https://icodrops.com/neonexchange/,Initial Coin Offering,22410000,9570000,Wallet,1.03,2018-09-03,6
Humanscape,HUM,https://icodrops.com/humanscape/,Public Sale,15540000,61800000,DeSci,285.0,2018-09-01,5
Tap,,https://icodrops.com/tap/,Public Sale,,7810000,Trading,,2018-09-01,0
Verasity,VRA,https://icodrops.com/verasity/,Public Sale,49070000,77670000,Entertainment,0.54,2018-05-21,5
LendChain,LVCOIN,https://icodrops.com/lendchain/,Main Sale,,17600000,Finance,0.04,2018-08-28,0
imusify,IMU,https://icodrops.com/imusify/,Pre-Sale,,89630,Media,0.01,2018-06-01,0
TrustToken,TrueUSD,https://icodrops.com/trusttoken/,Public Sale,12500000,,Currency,,2018-07-20,4
Moonlight,LX,https://icodrops.com/moonlight/,Main Sale,4250000,740610,Blockchain Service,0.09,2018-08-11,0
DNeT,DNET,https://icodrops.com/dnet/,Main Sale,,26250000,Mobile,,2018-08-01,0
DFINITY,ICP,https://icodrops.com/dfinity/,Community Airdrop,167200000,5550000000,Blockchain,2.3,2018-06-01,13
Decentraland,MANA,https://icodrops.com/decentraland/,ICO,26000000,1090000000,Metaverse,6.84,2017-09-01,12
Origo Network,OGO,https://icodrops.com/origo-network/,Main Sale,27000000,40050,Blockchain,0.01,2018-08-08,0
4New,KWATT,https://icodrops.com/4new/,Main Sale,45000000,10930,Energy,0.01,2018-06-01,0
Impetus One,NUDGE,https://icodrops.com/impetus-one/,Public Sale,,7560000,Advertising,,2018-01-01,0
rLoop,RLP,https://icodrops.com/rloop/,Main Sale,,962450,Avalanche Ecosystem,0.04,2018-09-01,0
DxChain,DX,https://icodrops.com/dxchain/,ICO,21500000,2650000,Big Data,0.02,2018-08-01,4
Asura Coin,ASA,https://icodrops.com/asura-coin/,Main Sale,4059999,78940,Entertainment,0.01,2018-06-02,0
AltEstate Token,ALT,https://icodrops.com/altestate-token/,Public Sale,1000000,104900,Real Estate,0.01,2018-05-30,0
IAME,IAM,https://icodrops.com/iame/,Main Sale,15000000,40470000,Verification,,2018-07-01,0
Xriba,XRA,https://icodrops.com/xriba/,Airdrop,28290000,329730,Finance,0.01,2018-09-01,0
Kairos,Kairos,https://icodrops.com/kairos/,Main Sale,13050000,90000000,Verification,1.0,2018-06-14,0
SURETY.AI,SURE,https://icodrops.com/surety-ai/,Public Sale,16200000,25350000,Insurance,1.79,2018-06-01,0
FarmaTrust,FTT,https://icodrops.com/farmatrust/,Main Sale,27250000,379700000,Healthcare,7.59,2018-06-01,0
Doctor Smart,DSTT,https://icodrops.com/doctor-smart/,Public Sale,15000000,,Healthcare,,2018-05-16,0
Qilimanjaro,QBIT,https://icodrops.com/qilimanjaro/,Public Sale,,55500000,Cloud computing,1.0,2018-09-01,0
Etherisc,DIP,https://icodrops.com/etherisc/,Public Sale,3890000,13710000,Insurance,0.14,2018-06-25,1
Payout.team,DCO,https://icodrops.com/payout/,Pre-Sale,,,Blockchain Service,,2018-07-16,0
BitScreener,BITX,https://icodrops.com/bitscreener/,Main Sale,15000,1120000,Software,0.04,2018-06-26,0
Constellation Labs,DAG,https://icodrops.com/constellation/,Airdrop,33700000,168450000,Blockchain,1.23,2018-07-07,8
Liquidity Network,LQD,https://icodrops.com/liquidity-network/,Main Sale,35400,19300,Blockchain Service,0.01,2018-06-14,0
PDX,PDXC,https://icodrops.com/pdx/,Main Sale,9980000,,Blockchain,,2018-07-17,0
Swytch,SET,https://icodrops.com/swytch/,Main Sale,,1820000000,Energy,0.02,2018-06-12,0
Sparkster,SPRK,https://icodrops.com/sparkster/,Main Sale,30000000,327730000,Blockchain,4.43,2018-07-07,0
Intiva Health,NTVA,https://icodrops.com/intiva-health/,Main Sale,,500000000,Healthcare,1.0,2018-05-20,0
DACC,DACC,https://icodrops.com/dacc/,Main Sale,3950000,42,Blockchain,0.01,2018-06-30,0
Universal Labs,UBBEY,https://icodrops.com/universal-labs/,Main Sale,16000000,20000000,Cloud Storage,0.07,2018-07-06,0
0xcert Protocol,ZXC,https://icodrops.com/0xcert-protocol/,Main Sale,9450000,33820,Protocol,0.01,2018-07-04,0
BridgeX Network,BXN,https://icodrops.com/bridgex/,Main Sale,8400000,60000000,Finance,2.02,2018-07-03,0
Trust Platform,TST,https://icodrops.com/trust-platform/,Main Sale,,20000000,Blockchain Service,4.03,2018-09-01,0
Dirt Protocol,DIRT,https://icodrops.com/dirt-protocol/,Main Sale,6000000,,Protocol,,2018-07-01,0
Midas Protocol,MAS,https://icodrops.com/midas-protocol/,Public Sale,9020000,118500,Finance,0.01,2018-07-01,9
NNS,NNS,https://icodrops.com/nns/,Main Sale,,,Blockchain Service,,2018-06-01,0
InterValue,INVE,https://icodrops.com/intervalue/,Main Sale,20340000,230000000,Blockchain,,2018-05-01,0
INCX,INCX,https://icodrops.com/incx/,Main Sale,5130000,20160,Exchange,0.01,2018-06-11,0
TraceTo,T2T,https://icodrops.com/traceto/,Main Sale,30000,449100,Verification,0.02,2018-06-08,0
Elysian,ELY,https://icodrops.com/elysian/,Main Sale,8600000,73110,E-commerce,0.01,2018-06-04,0
EOS,EOS,https://icodrops.com/eos/,Public Sale,4210000000,1700000000,Blockchain,0.18,2017-06-25,10
DAV Network,DAV,https://icodrops.com/dav-network/,Main Sale,20040000,386750,Blockchain Service,0.01,2018-06-11,0
GoNetwork,GOT,https://icodrops.com/gonetwork/,Main Sale,46790000,46340,Protocol,0.01,2018-06-11,0
Multiversum,MTV,https://icodrops.com/multiversum/,Main Sale,27940000,141000000,Blockchain,1.0,2018-05-01,0
UChain,UCN,https://icodrops.com/uchain/,Main Sale,12300000,11140,Infrastructure,0.01,2018-06-22,0
FANTOM,FTM,https://icodrops.com/fantom/,Public Sale,51300000,2540000000,Blockchain,20.34,2018-06-15,23
GAMB,GMB,https://icodrops.com/gamb/,Pre-Sale,15000000,194100,Retail,0.01,2018-06-14,0
Alchemint,SDT,https://icodrops.com/alchemint/,Main Sale,30000000,576800,Currency,0.01,2018-06-09,0
Alpha Protocol,ALP,https://icodrops.com/alpha-protocol/,Public Sale,,,Trading,,2018-01-01,0
Libertaria,HYD,https://icodrops.com/libertaria/,Public Sale,,,Blockchain,,2018-01-01,0
Safein,SFN,https://icodrops.com/safein/,Main Sale,,70000000,Verification,,2018-06-08,0
Loomia,TILE,https://icodrops.com/loomia/,Main Sale,,52300000,Real Business,0.01,2018-05-01,0
Atonomi,ATMI,https://icodrops.com/atonomi/,Main Sale,25000000,34140000000,Blockchain Service,682.8,2018-06-06,0
HybridBlock,HYB,https://icodrops.com/hybridblock/,Main Sale,47830000,300000000,Trading,0.01,2018-05-23,0
Cool Cousin,CUZ,https://icodrops.com/cool-cousin/,Main Sale,10010000,360000,Dapp,1.0,2018-05-15,0
QuarkChain,QKC,https://icodrops.com/quarkchain/,ICO,20000000,99080000,Blockchain,0.5,2018-06-02,29
Kora Network,KNT,https://icodrops.com/kora-network/,Main Sale,12000000,47100,Finance,0.01,2018-05-18,0
BitRewards,BIT,https://icodrops.com/bitrewards/,Main Sale,90,62870,Software,0.02,2018-04-12,0
Omnitude,ECOM,https://icodrops.com/omnitude/,Main Sale,11750000,351310,Protocol,0.01,2018-03-28,0
RightMesh,RMESH,https://icodrops.com/rightmesh/,Main Sale,48000000,129500000,Mobile,0.05,2018-05-30,0
Mingo,XMC,https://icodrops.com/mingo/,Main Sale,2250000,37630000,Mobile,,2018-04-18,0
Stream,STC,https://icodrops.com/stream/,Token Sale,33000000,100000000,Advertising,0.15,2018-06-01,0
DCC,DCC,https://icodrops.com/dcc/,Main Sale,49000000,100000000,Finance,0.02,2018-05-28,0
Plian,PI,https://icodrops.com/plian/,Crowd Sale,29240000,2750000,Blockchain,0.03,2018-05-28,2
Phantasma Chain,SOUL,https://icodrops.com/phantasma-protocol/,ICO,9910000,11060000,Blockchain,0.39,2018-05-27,0
CarBlock,CAR,https://icodrops.com/carblock/,Main Sale,40000,54000000,Real Business,0.01,2018-05-27,0
Sentinel Protocol,UPP,https://icodrops.com/sentinel-protocol/,Public Contributors Sale,27700000,30660000,Security,0.52,2018-05-27,8
Egretia,EGT,https://icodrops.com/egretia/,Main Sale,14440000,20320,Software,0.01,2018-05-26,0
Blue Whale,BWX,https://icodrops.com/blue-whale/,Public Sale,22720000,53440,Blockchain Service,0.88,2018-05-23,0
ATN,ATN,https://icodrops.com/atn/,Main Sale,10000000,3120000,Artificial Intellig…,,2018-05-19,0
World Wi-Fi,WT,https://icodrops.com/world-wi-fi/,Main Sale,29800000,60000000,Blockchain Service,,2018-04-18,0
Hero Node,HER,https://icodrops.com/hero-node/,Main Sale,8820000,54000,Blockchain,0.01,2018-05-17,0
The Abyss (DAICO),ABYSS,https://icodrops.com/theabyss/,DAICO,15360000,3190000,Gaming,0.08,2018-04-16,0
VideoCoin,,https://icodrops.com/videocoin/,Main Sale,86500000,75790,Entertainment,0.01,2018-05-15,0
Academy,ACAD,https://icodrops.com/academy/,Main Sale,,390000000,Blockchain Service,0.01,2018-03-15,0
HYCON,HYCON,https://icodrops.com/hycon/,Main Sale,3750000,925310000,Blockchain,3.51,2018-03-30,0
TxHash Network,TXN,https://icodrops.com/txhash-network/,Public Sale,10000000,,Blockchain Service,,2018-06-01,0
Merculet,MVP,https://icodrops.com/merculet/,Public Sale,26800000,176800,Blockchain Service,0.01,2018-06-01,8
Eligma,ELI,https://icodrops.com/eligma/,Main Sale,7210000,1590,Blockchain Service,0.01,2018-04-17,0
HOLD,HOLD,https://icodrops.com/hold/,Main Sale,11300000,1830000,Finance,49.42,2018-05-04,0
Grain,GRAIN,https://icodrops.com/grain/,Main Sale,9910000,49320000,Smart Contract,0.54,2018-04-16,0
Project SHIVOM,OmiX,https://icodrops.com/project-shivom/,Main Sale,68100000,28050,Healthcare,0.01,2018-05-03,0
Solve.Care,CAN,https://icodrops.com/solve-care/,Public Sale,23000000,6490000,Healthcare,0.06,2018-03-31,0
Blockchain Terminal,BCT,https://icodrops.com/bct/,Main Sale,43000000,,Trading,,2018-03-31,0
Saifu,SFU,https://icodrops.com/saifu/,Main Sale,13020000,10000,Payments,568.7,2018-02-19,0
CloudMoolah,XMOO,https://icodrops.com/cloudmoolah/,Main Sale,20400000,45000000,Gaming,1.0,2018-03-30,0
Quant Network,QNT,https://icodrops.com/quant-network/,Public Sale,26000000,1730000000,Protocol,76.69,2018-04-02,3
Saturn Network,SATURN,https://icodrops.com/saturn-network/,Pre-Sale,,3760000,Trading,0.56,2018-04-30,0
Concierge.io,CGE,https://icodrops.com/concierge-io/,Main Sale,34360,35000000,Marketplace,,2018-03-31,0
DML,DML,https://icodrops.com/dml/,Main Sale,61650000,24900,Protocol,0.01,2018-04-16,0
Morpheus Network,MORPH,https://icodrops.com/morpheus-network/,ICO,9880000,16460000,Infrastructure,0.76,2018-03-23,0
Nebula AI,NBAI,https://icodrops.com/nebula-ai/,Main Sale,,2510000,Blockchain,0.53,2018-04-02,0
NKN,NKN,https://icodrops.com/nkn/,Public Sale,27030000,73710000,Blockchain Service,0.75,2018-04-19,6
Themis Network,GET,https://icodrops.com/themis-network/,Public Sale,13970000,100100,Payments,,2018-04-19,6
Auctus,AUC,https://icodrops.com/auctus/,Main Sale,7500,60950,DeFi,0.01,2018-03-27,0
Block Collider,EMB,https://icodrops.com/block-collider/,Main Sale,7000000,39270000,Blockchain Service,872.67,2018-04-13,0
NeuroChain,NCC,https://icodrops.com/neurochain/,Main Sale,23400000,293220,Artificial Intellig…,0.01,2018-03-15,0
Current,CRNC,https://icodrops.com/current/,Main Sale,36000000,240000000,Media,1.0,2018-04-14,0
Coinvest,COIN,https://icodrops.com/coinvest/,Main Sale,52500000,444900,Trading,0.01,2018-03-09,0
BitGuild,PLAT,https://icodrops.com/bitguild/,Main Sale,25350000,7780000,Gambling,0.1,2018-03-16,0
Doc.com,MTC,https://icodrops.com/doccom/,Public Sale,10240000,49070,Healthcare,0.01,2018-03-06,0
Thrive,THRT,https://icodrops.com/thrive/,Main Sale,31250000,332130,Advertising,0.01,2018-03-10,0
Thor Token,THOR,https://icodrops.com/thor-token/,Main Sale,65000,100000000,Dapp,0.01,2018-03-12,0
Own,CHX,https://icodrops.com/own/,Main Sale,3430000,41560,Trading,0.01,2018-03-28,0
Lendingblock,LND,https://icodrops.com/lendingblock/,ICO,10000000,21510,Finance,0.01,2018-03-23,5
Faceter,FACE,https://icodrops.com/faceter/,Main Sale,28610000,41840,Big Data,0.01,2018-02-15,1
Narrative network,NRV,https://icodrops.com/narrative-network/,Main Sale,,81340,Social Network,0.01,2018-02-20,0
Effect.ai,EFX,https://icodrops.com/effect-ai/,Main Sale,10980000,54600000,Artificial Intellig…,4.83,2018-03-24,0
Gilgamesh,GIL,https://icodrops.com/gilgamesh/,Main Sale,1580000,158400000,Blockchain Service,,2018-01-15,0
Sharder,SS,https://icodrops.com/sharder/,Main Sale,10000,22300000,Protocol,,2018-02-23,0
Celsius,CEL,https://icodrops.com/celsius/,Crowd Sale,908100000,7050000,Lending Platform,0.66,2018-03-16,9
Viewly,VIEW,https://icodrops.com/viewly/,Token Sale,12000000,89200,Blockchain Service,0.01,2018-01-01,0
Friendz,FDZ,https://icodrops.com/friendz/,Initial Coin Offering,18430000,3390,IOT,0.01,2018-03-01,1
Sapien Network,SPN,https://icodrops.com/sapien-network/,Main Sale,29000000,48410,Media,0.01,2018-03-20,0
Switcheo,SWTH,https://icodrops.com/switcheo-network/,Public Sale,10880000,3230000,DeFi,0.12,2018-03-16,10
Socialmedia.market,SMT,https://icodrops.com/socialmedia-market/,Main Sale,13990,50000000,Marketing,0.24,2018-02-09,0
YGGDRASH,YEED,https://icodrops.com/yggdrash/,Pre-Sale,25000000,1740000,Blockchain,,2018-03-12,0
Dragon,DRG,https://icodrops.com/drg-token/,Main Sale,320000000,72150,Media,0.03,2018-02-15,0
